ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,sale_type,saleprice
2story_1946_&_newer,RL,80.0,16692.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,1392.0,GasA,TA,Y,SBrkr,1392.0,1392.0,2784.0,1,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978,RFn,2,564.0,TA,TA,Y,0.0,112.0,7,2006,WD ,12.429216196844383
1story_1946_&_newer_all_styles,RL,75.0,10170.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,216.0,GasA,TA,Y,SBrkr,1575.0,0.0,1575.0,0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951,Unf,2,400.0,TA,TA,Y,0.0,0.0,6,2006,WD ,11.951180395901384
2story_1946_&_newer,RL,80.0,9364.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,663.0,GasA,TA,Y,SBrkr,663.0,689.0,1352.0,0,1,1,4,1,TA,7,Typ,0,,Attchd,1969,Fin,1,299.0,TA,TA,Y,379.0,36.0,3,2010,WD ,11.970350312009105
2story_pud__1946_&_newer,FV,24.0,2544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,1200.0,1,2,1,2,1,Gd,4,Typ,0,,Detchd,2004,RFn,2,480.0,TA,TA,Y,0.0,172.0,2,2010,WD ,11.915051671812877
1story_1946_&_newer_all_styles,RL,82.0,9888.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,936.0,GasA,TA,Y,FuseA,936.0,0.0,936.0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1954,Unf,1,240.0,TA,TA,Y,0.0,0.0,3,2006,WD ,11.703545824578878
1story_1946_&_newer_all_styles,RL,68.0,7942.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,1040.0,GasA,TA,Y,FuseF,1040.0,0.0,1040.0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1953,Fin,1,293.0,TA,TA,Y,0.0,0.0,6,2007,WD ,11.820410164718188
2story_1946_&_newer,RL,69.06,15038.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,916.0,GasA,Gd,Y,SBrkr,916.0,720.0,1636.0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996,Fin,2,386.0,TA,TA,Y,168.0,84.0,11,2008,WD ,12.061046873479915
2story_1946_&_newer,RL,92.0,11764.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,1152.0,GasA,Ex,Y,SBrkr,1164.0,1106.0,2270.0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999,Fin,3,671.0,TA,TA,Y,132.0,57.0,4,2010,WD ,12.577636201962656
2story_1946_&_newer,FV,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,1184.0,GasA,Ex,Y,SBrkr,1184.0,1426.0,2610.0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,2,550.0,TA,TA,Y,208.0,364.0,8,2007,New,12.623061104072981
1story_1946_&_newer_all_styles,RL,69.06,20062.0,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,1420.0,GasA,Gd,Y,SBrkr,1483.0,0.0,1483.0,1,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977,RFn,2,690.0,TA,TA,Y,496.0,0.0,4,2010,WD ,12.506177237980511
11/2_story_finished_all_ages,RM,81.0,7308.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,936.0,GasA,Gd,N,FuseA,960.0,780.0,1740.0,0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920,Unf,1,225.0,Fa,Fa,N,0.0,0.0,6,2008,WD ,11.713823407337118
1story_1946_&_newer_all_styles,RL,70.0,8750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,1382.0,GasA,Gd,Y,FuseA,1382.0,0.0,1382.0,0,1,0,3,1,Gd,6,Typ,0,,Attchd,1955,Unf,1,350.0,TA,TA,Y,280.0,0.0,7,2009,WD ,11.938193200374572
2story_1945_&_older,RL,63.0,4000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,531.0,GasA,TA,Y,SBrkr,567.0,531.0,1098.0,1,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1930,Unf,1,216.0,TA,TA,Y,0.0,0.0,6,2007,WD ,11.908340237224891
2story_pud__1946_&_newer,RM,32.0,3363.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,976.0,GasA,Ex,Y,SBrkr,976.0,732.0,1708.0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004,Unf,2,380.0,TA,TA,Y,0.0,40.0,4,2006,WD ,11.77528972943772
1story_1946_&_newer_all_styles,RL,94.0,13615.0,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1802.0,GasA,Ex,Y,SBrkr,1802.0,0.0,1802.0,0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,843.0,TA,TA,Y,158.0,105.0,6,2007,WD ,12.826649133255284
1story_pud_(planned_unit_development)__1946_&_newer,RL,43.0,3013.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,1362.0,GasA,Ex,Y,SBrkr,1506.0,0.0,1506.0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,440.0,TA,TA,Y,142.0,20.0,4,2006,WD ,12.27134527214637
1story_1946_&_newer_all_styles,RL,44.0,17485.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,1508.0,GasA,Ex,Y,SBrkr,1508.0,0.0,1508.0,1,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009,RFn,2,572.0,TA,TA,Y,0.0,0.0,1,2010,Con,12.637952459809789
1story_1946_&_newer_all_styles,RL,69.06,23730.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,1840.0,GasA,Ex,Y,SBrkr,2032.0,0.0,2032.0,1,3,0,3,1,Gd,7,Typ,0,,Attchd,1996,Fin,3,786.0,TA,TA,Y,0.0,46.0,9,2008,WD ,12.611537753638338
1story_1946_&_newer_all_styles,RL,79.0,8910.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,655.0,GasA,Ex,Y,SBrkr,1194.0,0.0,1194.0,0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954,Fin,2,539.0,TA,TA,Y,0.0,0.0,7,2006,WD ,11.979799201207037
2story_pud__1946_&_newer,RM,24.0,2522.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,1709.0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004,Unf,2,380.0,TA,TA,Y,0.0,40.0,4,2006,WD ,11.831379196088763
1story_1946_&_newer_all_styles,RL,73.0,8688.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1616.0,GasA,Ex,Y,SBrkr,1616.0,0.0,1616.0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,3,834.0,TA,TA,Y,208.0,59.0,4,2006,WD ,12.354492650648448
1story_1945_&_older,RM,69.06,6291.0,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,768.0,GasA,TA,Y,SBrkr,768.0,0.0,768.0,0,1,0,1,1,TA,4,Typ,0,,Detchd,1930,Unf,2,440.0,TA,TA,N,0.0,0.0,7,2008,WD ,11.449453042014655
1story_1945_&_older,RL,69.06,17529.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,872.0,GasA,Fa,N,FuseF,872.0,0.0,872.0,0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924,Unf,1,322.0,Fa,Fa,N,0.0,0.0,4,2006,WD ,11.56171562913966
1story_1945_&_older,RM,60.0,6324.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,520.0,GasA,Fa,N,SBrkr,520.0,0.0,520.0,0,1,0,1,1,Fa,4,Typ,0,,Detchd,1920,Unf,1,240.0,Fa,TA,Y,49.0,0.0,5,2008,WD ,11.134589024250317
duplex__all_styles_and_ages,RL,80.0,11600.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,1105.0,GasA,TA,Y,FuseA,1105.0,1169.0,2274.0,0,2,0,5,2,TA,12,Typ,0,,Detchd,1960,Unf,2,480.0,TA,TA,Y,0.0,0.0,1,2010,WD ,11.946654038351252
2story_1945_&_older,RM,35.0,4571.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,616.0,GasA,Ex,Y,SBrkr,616.0,616.0,1232.0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920,Unf,2,480.0,Fa,Fa,Y,280.0,0.0,6,2007,WD ,11.643953727376633
11/2_story_finished_all_ages,RM,100.0,12665.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,876.0,GasA,Gd,Y,SBrkr,876.0,540.0,1416.0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,3,720.0,TA,TA,Y,418.0,0.0,6,2008,WD ,11.94405831982697
1story_1946_&_newer_all_styles,RL,60.0,9000.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,864.0,GasA,Gd,Y,SBrkr,864.0,0.0,864.0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1986,Unf,2,576.0,TA,TA,Y,200.0,0.0,7,2009,WD ,11.77528972943772
1story_pud_(planned_unit_development)__1946_&_newer,RM,32.0,4500.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,1189.0,GasA,Ex,Y,SBrkr,1189.0,0.0,1189.0,1,2,0,2,1,TA,4,Typ,0,,Attchd,1997,RFn,2,392.0,TA,TA,Y,0.0,122.0,4,2008,WD ,11.986049221552207
1story_pud_(planned_unit_development)__1946_&_newer,RL,48.0,6373.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,1666.0,GasA,Ex,Y,SBrkr,1666.0,0.0,1666.0,1,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,575.0,TA,TA,Y,228.0,75.0,6,2006,New,12.644617856906528
1story_1946_&_newer_all_styles,RL,67.0,10083.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,99.7,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,1176.0,GasA,Ex,Y,SBrkr,1200.0,0.0,1200.0,1,2,0,2,1,Gd,5,Typ,0,,Attchd,2003,RFn,2,555.0,TA,TA,Y,0.0,41.0,8,2009,WD ,12.127570417375216
1story_1946_&_newer_all_styles,RL,70.0,13300.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,928.0,GasA,TA,Y,SBrkr,928.0,0.0,928.0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1956,Unf,1,252.0,TA,TA,Y,261.0,0.0,6,2007,WD ,11.790557201568507
1story_1946_&_newer_all_styles,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,1288.0,GasA,TA,Y,SBrkr,1336.0,0.0,1336.0,0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969,RFn,2,502.0,TA,TA,Y,312.0,11.0,8,2009,WD ,12.0015054797889
2story_pud__1946_&_newer,FV,30.0,3215.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,600.0,GasA,Ex,Y,SBrkr,600.0,600.0,1200.0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2004,RFn,2,480.0,TA,TA,Y,0.0,172.0,4,2010,ConLD,11.951180395901384
split_or_multilevel,RL,69.06,11104.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,1427.0,GasA,Gd,Y,SBrkr,1427.0,0.0,1427.0,0,2,0,4,1,TA,7,Typ,0,,Attchd,1969,RFn,2,516.0,TA,TA,Y,0.0,0.0,5,2008,WD ,12.117241431823558
2story_1946_&_newer,RL,69.06,15295.0,Pave,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,860.0,GasA,Ex,Y,SBrkr,1212.0,780.0,1992.0,1,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996,RFn,2,608.0,TA,TA,Y,225.0,32.0,6,2007,WD ,12.259613412458204
2story_1946_&_newer,RL,70.0,9109.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,754.0,GasA,Ex,Y,SBrkr,754.0,786.0,1540.0,1,2,1,3,1,Gd,6,Typ,0,,Attchd,1994,RFn,2,495.0,TA,TA,Y,140.0,32.0,10,2009,WD ,12.122691036591123
duplex__all_styles_and_ages,RL,64.0,7018.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,GasA,TA,Y,SBrkr,1535.0,0.0,1535.0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979,Unf,2,400.0,TA,TA,Y,0.0,0.0,6,2009,WD ,11.685684782260491
split_or_multilevel,RL,69.06,14112.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,1152.0,GasA,TA,Y,SBrkr,1152.0,0.0,1152.0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484.0,TA,TA,Y,227.0,0.0,4,2010,WD ,12.103486056755072
1story_pud_(planned_unit_development)__1946_&_newer,FV,80.0,3523.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,1141.0,GasA,Ex,Y,SBrkr,1151.0,0.0,1151.0,1,2,0,2,1,Gd,5,Typ,0,,Attchd,2006,Fin,2,484.0,TA,TA,Y,0.0,60.0,2,2007,New,12.01974306733868
split_or_multilevel,RL,88.0,15312.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,1138.0,GasA,Ex,Y,SBrkr,1138.0,0.0,1138.0,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1960,RFn,2,480.0,TA,TA,Y,0.0,0.0,3,2009,COD,11.904967552746252
1story_1946_&_newer_all_styles,RL,74.0,7450.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,894.0,GasA,Gd,Y,SBrkr,1074.0,0.0,1074.0,0,1,0,2,1,Gd,6,Min1,1,Gd,Detchd,1966,Unf,2,396.0,TA,TA,Y,0.0,72.0,1,2007,WD ,11.728036844587175
1story_pud_(planned_unit_development)__1946_&_newer,RL,60.0,7313.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,1561.0,GasA,Ex,Y,SBrkr,1561.0,0.0,1561.0,1,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005,Fin,2,556.0,TA,TA,Y,203.0,47.0,8,2007,WD ,12.533576212168626
2story_1946_&_newer,RL,83.0,10019.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,1342.0,GasA,Ex,Y,SBrkr,1358.0,1368.0,2726.0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1995,RFn,3,725.0,TA,TA,Y,307.0,169.0,6,2006,WD ,12.765688433465597
1story_1946_&_newer_all_styles,RL,53.0,15401.0,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,1884.0,GasA,Ex,Y,SBrkr,1884.0,0.0,1884.0,1,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2004,Fin,3,670.0,TA,TA,Y,214.0,76.0,9,2008,WD ,12.866179972011919
1story_1946_&_newer_all_styles,RL,103.0,16280.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,1426.0,GasA,Ex,Y,SBrkr,1671.0,0.0,1671.0,1,3,0,3,1,Ex,6,Typ,1,Gd,Attchd,1976,RFn,2,550.0,TA,TA,Y,280.0,90.0,5,2008,WD ,12.577636201962656
2story_1946_&_newer,RL,71.0,12209.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,804.0,GasA,Ex,Y,SBrkr,804.0,1157.0,1961.0,1,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001,Fin,2,560.0,TA,TA,Y,125.0,192.0,6,2009,WD ,12.2783933071098
2_family_conversion__all_styles_and_ages,RL,79.0,13110.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,1153.0,GasA,Ex,Y,SBrkr,1193.0,0.0,1193.0,1,2,0,2,1,TA,6,Typ,0,,Attchd,1972,Fin,2,501.0,TA,TA,Y,140.0,153.0,7,2006,WD ,11.894780707439258
2story_pud__1946_&_newer,FV,69.06,2651.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,673.0,GasA,Ex,Y,SBrkr,673.0,709.0,1382.0,1,2,1,3,1,Gd,6,Typ,0,,Detchd,2000,Unf,2,490.0,TA,TA,Y,153.0,50.0,4,2006,WD ,12.013700752882718
11/2_story_finished_all_ages,RM,60.0,8520.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,714.0,GasW,TA,N,SBrkr,1664.0,862.0,2526.0,0,2,0,5,1,Gd,10,Typ,1,Gd,Detchd,1916,Unf,1,216.0,TA,TA,Y,88.0,15.0,8,2007,CWD,11.820410164718188
1story_1946_&_newer_all_styles,RL,69.06,39384.0,Pave,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,1705.0,GasA,Ex,Y,SBrkr,1390.0,0.0,1390.0,1,1,1,1,1,Ex,4,Min1,2,Gd,Attchd,1957,Unf,2,550.0,TA,TA,Y,0.0,189.0,10,2006,WD ,12.437184366493561
2story_pud__1946_&_newer,RL,36.0,2628.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,764.0,GasA,Ex,Y,SBrkr,764.0,862.0,1626.0,0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003,RFn,2,474.0,TA,TA,Y,0.0,27.0,6,2010,WD ,12.075394321888057
